VIDEO,IMAGE,GROUND_TRUTH_SIZE,ESTIMATED_SIZE
vid43,3764.jpg,27.7,21.97083827653943
vid43,3766.jpg,25.8,22.52849796639836
vid43,3768.jpg,26.3,22.31654070961872
vid43,3770.jpg,25.5,23.425417535797486
vid43,3772.jpg,24.7,23.56666411899786
vid43,3774.jpg,24.2,24.774023325021858
vid43,3776.jpg,23.1,21.6311320608105
vid43,3778.jpg,23.7,23.036305590840186
vid43,3780.jpg,23.7,23.629966626904725
vid43,3782.jpg,23.0,29.806150861369126
vid43,3784.jpg,23.0,26.97204249436062
vid43,3806.jpg,25.7,23.158874457806835
vid43,3808.jpg,26.2,27.841882513979602
vid43,3810.jpg,27.5,29.38287110927543
vid43,3812.jpg,29.3,27.601879321190168
vid43,3814.jpg,31.0,15.08851263482198
vid43,3816.jpg,31.5,15.137469749207956
vid43,3818.jpg,32.0,25.469784531566987
vid43,3820.jpg,32.0,26.080216800626474
vid43,3822.jpg,31.4,26.60673095347471
vid43,3824.jpg,31.7,24.560034622603773
vid43,3864.jpg,23.4,22.050881158738065
vid43,3866.jpg,24.1,21.216025984255626
vid43,3868.jpg,19.9,20.288686528209464
vid43,3870.jpg,19.8,21.258086186528985
vid43,3872.jpg,19.3,19.24524863970906
vid43,3874.jpg,19.5,24.16651910229305
vid43,3876.jpg,20.0,21.7531774424857
vid43,3878.jpg,20.1,18.954275760928724
vid43,3880.jpg,20.3,19.975035175353334
vid43,3896.jpg,21.3,15.124856320635818
vid43,3940.jpg,18.5,17.516311911097674
vid43,3942.jpg,18.5,19.167821131641944
vid43,4102.jpg,20.6,20.52404578905078
vid43,4104.jpg,21.2,21.06286307832578
vid43,4106.jpg,21.8,22.315345975549565
vid43,4108.jpg,22.9,20.339571397511158
vid43,4110.jpg,23.2,20.608683896862754
vid43,4112.jpg,23.7,24.67235554358158
vid43,4114.jpg,24.1,23.791946027858977
vid43,4116.jpg,24.2,23.90114734992407
vid43,4118.jpg,24.0,22.04962704356149
vid43,4120.jpg,24.0,25.164419523589515
vid43,4122.jpg,23.8,25.08520142749887
vid43,4124.jpg,23.4,22.57919036334787
vid43,4126.jpg,23.7,22.664836095222796
vid43,4128.jpg,23.6,22.893570625748726
vid43,4130.jpg,22.8,19.088086872953347
vid43,4132.jpg,22.4,29.705597587967535
vid43,4134.jpg,22.0,28.769522561066697
vid43,4136.jpg,21.7,22.709392232945174
vid43,4138.jpg,22.1,21.789160026829165
vid43,4140.jpg,23.0,21.4621392048726
vid43,4142.jpg,22.7,21.29854850760093
vid43,4144.jpg,22.9,23.010681892524953
vid43,4146.jpg,22.4,22.765899522475024
vid43,4148.jpg,22.2,20.45680861528272
vid43,4150.jpg,22.6,20.38055653274781
vid43,4152.jpg,23.2,20.76386891368708
vid43,4154.jpg,23.4,22.495461118616802
vid43,4156.jpg,23.0,23.773099957002714
vid43,4158.jpg,22.7,22.910196409064906
vid43,4160.jpg,23.8,22.041657538616764
vid43,4162.jpg,24.1,22.287010208238947
vid43,4164.jpg,23.2,22.160698851157065
vid43,4166.jpg,23.6,21.272651448563327
vid43,4168.jpg,24.2,22.60579440664625
vid43,4170.jpg,23.1,23.480664570483803
vid43,4172.jpg,23.5,21.101684701252573
vid43,4174.jpg,23.2,21.02427538066591
vid43,4176.jpg,23.6,20.798766543333418
vid43,4178.jpg,24.0,25.873922050438022
vid43,4180.jpg,23.2,22.2607266833704
vid43,4182.jpg,22.8,22.44006744743908
vid43,4184.jpg,23.2,21.404617372774894
vid43,4186.jpg,23.1,25.272581385586395
vid43,4188.jpg,22.6,25.010789486696048
vid43,4190.jpg,22.3,22.153044397279267
vid43,4192.jpg,22.5,24.092736891950164
vid43,4194.jpg,21.8,24.206436481533228
vid43,4196.jpg,22.0,22.613679351862743
vid43,4198.jpg,21.8,21.74801658455992
vid43,4200.jpg,22.0,21.73455239213164
vid43,4202.jpg,22.1,22.538393449750625
vid43,4204.jpg,22.1,24.173352601827883
vid43,4206.jpg,22.1,23.736591034047116
vid43,4208.jpg,22.3,21.56344962899241
vid43,4210.jpg,22.2,21.898540252665633
vid43,4212.jpg,22.1,21.52950654619663
vid43,4214.jpg,22.2,21.73694192098548
vid43,4216.jpg,21.9,21.146897665538305
vid43,4218.jpg,22.2,21.080634606942112
vid43,4220.jpg,22.2,19.617119742089166
vid43,4222.jpg,22.1,20.146180804551456
vid43,4224.jpg,22.1,21.276116234920536
vid43,4226.jpg,22.0,19.35009344722154
vid43,4228.jpg,21.8,20.374208321815175
vid43,4230.jpg,22.0,20.7863258683455
vid43,4232.jpg,22.2,21.98112502651298
vid43,4234.jpg,22.3,21.9098310178018
vid43,4236.jpg,22.2,21.791529353280215
vid43,4238.jpg,22.2,21.841329321055017
vid43,4240.jpg,22.3,22.211308155519426
vid43,4242.jpg,21.8,21.692445412809942
vid43,4244.jpg,21.6,19.710772308157857
vid43,4246.jpg,21.0,20.539503106606404
vid43,4248.jpg,21.1,20.249929777165633
vid43,4250.jpg,20.2,19.803366125847877
vid43,4252.jpg,20.2,17.025241883035545
vid43,4254.jpg,18.7,16.199574952373048
vid43,4256.jpg,21.0,16.895977565411517
vid43,4258.jpg,22.0,16.64916493927266
vid43,4260.jpg,20.6,14.82630318052179
vid43,4314.jpg,19.1,18.092483157008065
vid43,4316.jpg,19.1,17.647229321824533
vid43,4318.jpg,18.1,18.106546940601014
vid43,4958.jpg,9.0,9.577323244147497
vid43,4960.jpg,9.3,9.519100200316025
vid43,4962.jpg,9.5,9.478451635848344
vid43,4964.jpg,9.3,10.215702545239571
vid43,4966.jpg,10.1,8.415792309274728
vid43,4968.jpg,9.9,7.912361818421769
vid43,4970.jpg,10.0,9.416813655060906
vid43,4972.jpg,10.7,13.498525975361703
vid43,4974.jpg,10.3,13.22009339516267
vid43,4976.jpg,11.1,11.419557421300748
vid43,4978.jpg,10.6,12.61850877699424
vid44,0057.jpg,25.0,30.069177873018337
vid44,0059.jpg,25.0,22.486576536338777
vid44,0061.jpg,22.0,22.09889056467251
vid44,0063.jpg,22.5,22.918603630313438
vid44,0065.jpg,22.9,24.22622824267481
vid44,0067.jpg,23.4,23.804664714284968
vid44,0069.jpg,23.7,24.556378610260836
vid44,0071.jpg,24.0,26.909057042165365
vid44,0073.jpg,24.6,26.819837162232144
vid44,0075.jpg,24.2,26.849074073052094
vid44,0077.jpg,25.0,23.433041696973834
vid44,0079.jpg,25.2,24.72781436782398
vid44,0081.jpg,25.1,24.317489335038736
vid44,0083.jpg,25.0,26.37006331604336
vid44,0085.jpg,25.2,21.27244867710886
vid44,0087.jpg,25.8,21.39292338140285
vid44,0089.jpg,25.5,22.154303297340515
vid44,0091.jpg,25.2,28.285708507362823
vid44,0093.jpg,25.1,28.006973291237223
vid44,0095.jpg,25.5,24.40060243566224
vid44,0097.jpg,25.8,24.601263890552477
vid44,0099.jpg,25.4,24.759599896159393
vid44,0101.jpg,25.2,27.702752859805425
vid44,0103.jpg,25.9,26.121423378610167
vid44,0105.jpg,26.0,25.74552992966393
vid44,0107.jpg,25.6,28.570755793698748
vid44,0109.jpg,25.2,28.15215691842381
vid44,0111.jpg,25.3,28.862857270090025
vid44,0113.jpg,25.7,26.271094092345272
vid44,0115.jpg,26.0,26.290265535049123
vid44,0117.jpg,25.9,27.61748583789489
vid44,0119.jpg,25.8,24.69198117094259
vid44,0121.jpg,25.5,27.382976354237165
vid44,0123.jpg,25.6,27.836777311323853
vid44,0223.jpg,22.2,18.71861651170118
vid44,0225.jpg,23.3,19.325414243145996
vid44,0227.jpg,24.0,20.75635594360021
vid44,0229.jpg,25.0,18.343538668934517
vid44,0231.jpg,25.4,18.48400992229734
vid44,0233.jpg,25.8,23.095396364408487
vid44,0235.jpg,26.3,21.647727095190827
vid44,0237.jpg,26.4,21.077285721251652
vid44,0239.jpg,26.6,21.670412772895475
vid44,0241.jpg,26.5,21.379364358918362
vid44,0243.jpg,25.9,21.65604846763532
vid44,0371.jpg,5.7,7.995408223413044
vid44,0373.jpg,5.2,8.098968252308508
vid44,0375.jpg,6.2,7.44879907609218
vid44,0377.jpg,6.9,9.521833471665701
vid44,0379.jpg,6.3,8.610783429246654
vid44,0381.jpg,6.6,7.97871698026735
vid44,0383.jpg,6.1,5.1712843009465495
vid44,0385.jpg,6.1,8.06862904775419
vid44,0387.jpg,6.3,6.7690989766629
vid44,0389.jpg,6.1,7.492541325721759
vid44,0391.jpg,5.8,5.826453568370647
vid44,0393.jpg,6.7,5.514453791380284
vid44,0451.jpg,6.7,8.156709709625925
vid44,0553.jpg,6.1,8.47569670935475
vid44,0555.jpg,6.7,8.866778275721163
vid44,0557.jpg,6.6,8.413571638901825
vid44,0559.jpg,6.9,7.359891128872729
vid44,0561.jpg,6.8,7.408207529151998
vid44,0563.jpg,6.6,7.327222139688176
vid44,0565.jpg,6.3,8.438602839435577
vid44,0567.jpg,8.2,9.127158709456753
vid44,0569.jpg,8.1,9.07691741976368
vid44,0571.jpg,8.0,8.701594534459486
vid44,0573.jpg,8.4,9.249673297638854
vid44,0575.jpg,8.2,8.606988153527126
vid44,0577.jpg,8.2,9.527596454383362
vid44,0579.jpg,7.0,7.958296324019431
vid44,0581.jpg,7.1,8.685020947092246
vid44,0583.jpg,7.6,8.298690119607233
vid44,0585.jpg,8.5,7.375886004711187
vid44,0615.jpg,6.9,7.217284651503219
vid44,0617.jpg,7.3,7.136512311548149
vid44,0619.jpg,7.6,8.097867171119246
vid44,0621.jpg,7.6,8.329889920952436
vid44,0623.jpg,8.1,10.201270368520001
vid44,0625.jpg,7.9,8.210594018728699
vid44,0657.jpg,6.9,8.465051961207942
vid44,0659.jpg,6.2,7.617750609859959
vid44,0661.jpg,6.4,6.003808175401049
vid44,0663.jpg,6.1,5.722204287827828
vid44,0665.jpg,6.6,8.049002534943648
vid44,0975.jpg,9.6,10.613385056715254
vid44,0977.jpg,10.0,12.281875075690225
vid44,0979.jpg,10.3,13.416922149161987
vid44,0981.jpg,9.9,13.25525225118183
vid44,0983.jpg,9.6,11.954159958652703
vid44,0985.jpg,9.7,14.09564849099226
vid44,0987.jpg,10.3,13.844774612426056
vid44,0989.jpg,9.5,11.968653168326684
vid44,0991.jpg,9.7,13.767954521240712
vid44,0993.jpg,10.2,14.082770986079014
vid44,0995.jpg,10.6,13.446643739593043
vid44,0997.jpg,10.0,14.649664479530957
vid44,0999.jpg,10.0,15.035773465579407
vid44,1001.jpg,10.0,14.607086583150014
vid44,1003.jpg,9.9,14.90853696268173
vid44,1005.jpg,10.4,14.748507002392605
vid44,1007.jpg,9.6,17.187184845240285
vid44,1009.jpg,10.2,13.670677127342186
vid44,1011.jpg,10.2,12.347274422656902
vid44,1013.jpg,10.5,14.903771889768505
vid44,1015.jpg,9.7,12.636649003161226
vid44,1017.jpg,9.9,11.837684130728539
vid44,1019.jpg,10.1,14.059264065416176
vid44,1021.jpg,10.0,11.29321686481873
vid44,1023.jpg,10.1,10.986930659717851
vid44,1025.jpg,10.7,13.106996238427373
vid44,1027.jpg,9.6,10.10694781254238
vid44,1029.jpg,10.0,10.282750665249862
vid44,1031.jpg,9.7,11.406106862944519
vid44,1033.jpg,9.1,10.676742466472543
vid44,1035.jpg,10.2,10.527537095158536
vid44,1037.jpg,10.5,12.107392737739179
vid44,1039.jpg,10.3,15.570224801444628
vid44,1065.jpg,8.6,11.670646811270135
vid44,1067.jpg,9.4,9.331170675748877
vid44,1069.jpg,9.1,14.113580522589292
vid44,1071.jpg,9.2,14.044067683362835
vid44,1073.jpg,9.2,11.822749497763958
vid44,1075.jpg,9.1,14.474741360822712
vid44,1077.jpg,9.7,15.007143929493871
vid44,1079.jpg,9.6,14.490897630683147
vid44,1151.jpg,7.9,13.8729098691554
vid44,1153.jpg,8.3,8.633903321291097
vid44,1155.jpg,7.5,5.9364385638838
vid44,1157.jpg,7.0,10.263408654001783
vid44,1447.jpg,14.8,13.44680583469372
vid44,1449.jpg,15.0,13.340502970943168
vid44,1451.jpg,15.0,15.405220987389608
vid44,1527.jpg,5.0,4.862548663440894
vid44,1529.jpg,5.4,4.275733945547929
vid44,1531.jpg,5.6,5.3022062286357
vid44,1533.jpg,5.5,4.723266571553211
vid44,1535.jpg,5.3,5.504034992395739
vid44,1537.jpg,3.6,4.1158726717799645
vid44,1585.jpg,4.7,4.045939566791767
vid44,1587.jpg,17.5,21.149842919763437
vid44,1589.jpg,17.3,20.08997196422041
vid44,1591.jpg,16.4,18.238255170596275
vid44,1593.jpg,16.8,19.232739413829965
vid44,1595.jpg,14.7,17.912755618191575
vid44,1597.jpg,15.0,16.399184733789692
vid44,1599.jpg,15.6,16.228569928334537
vid44,1601.jpg,14.9,20.02816727519509
vid44,1603.jpg,15.0,15.854723175855685
vid44,1623.jpg,13.4,17.760159545004342
vid44,1625.jpg,13.5,14.540107859692398
vid44,1627.jpg,13.5,15.664800560405428
vid44,1629.jpg,13.7,15.957270426937548
vid44,1631.jpg,14.5,17.002851554888537
vid44,1633.jpg,14.5,16.033112874250772
vid44,1635.jpg,14.4,15.277610323940245
vid44,1637.jpg,15.2,13.905989793981792
vid44,1639.jpg,15.6,17.253973155330623
vid44,1641.jpg,15.8,17.07524024792073
vid44,1643.jpg,16.1,14.97783889955004
vid44,1645.jpg,16.5,18.15100010238936
vid44,1647.jpg,16.7,17.488915089084742
vid44,1649.jpg,16.6,16.465189720791624
vid44,1651.jpg,17.4,16.279596028815778
vid44,1653.jpg,21.5,15.974130342364717
vid44,1655.jpg,18.2,15.85211669186642
vid44,1657.jpg,18.3,16.520707921811763
vid44,1659.jpg,17.2,15.586140810014333
vid44,1661.jpg,17.4,14.18291111396117
vid44,1669.jpg,18.7,19.05462696547378
vid44,1671.jpg,18.2,17.43977519976966
vid44,1673.jpg,19.7,18.43011232358229
vid44,1675.jpg,19.7,17.09197612113592
vid44,1677.jpg,18.2,16.989563333748126
vid44,1679.jpg,17.8,16.317671145192133
vid44,1681.jpg,18.3,16.316403608930003
vid44,1683.jpg,17.9,16.140194610790008
vid44,1685.jpg,17.9,16.768728518986226
vid44,1687.jpg,14.6,15.191820213814529
vid44,1689.jpg,14.0,15.143669756623954
vid44,1691.jpg,14.0,14.338864696236215
vid44,1693.jpg,14.1,14.238166698387344
vid44,1695.jpg,13.9,13.767041340216114
vid44,1697.jpg,13.9,13.366415708207738
vid44,1699.jpg,14.1,13.228528805475356
vid44,1701.jpg,14.5,13.561217125182427
vid44,1703.jpg,14.4,14.074493062694147
vid44,1705.jpg,14.3,12.455111186684748
vid44,1707.jpg,14.2,12.53491548822434
vid44,1709.jpg,14.1,12.987208938973065
vid44,1711.jpg,13.9,13.189740137961632
vid44,1713.jpg,13.6,12.977127858340964
vid44,1715.jpg,14.0,16.007203806277413
vid44,1717.jpg,14.0,14.555424593632457
vid44,1719.jpg,13.2,14.00530974722596
vid44,1751.jpg,15.7,12.9939380969863
vid44,1753.jpg,16.2,17.502217438811407
vid44,1755.jpg,15.0,17.005731557014723
vid44,1847.jpg,15.1,23.568283619340527
vid44,1849.jpg,14.9,22.111145476156608
vid44,1851.jpg,14.7,21.41631481405435
vid44,1853.jpg,14.7,21.000212052504075
vid44,1855.jpg,14.4,19.91081465445077
vid44,1857.jpg,15.0,22.688303025788432
vid44,1859.jpg,15.6,27.287055077451488
vid44,1861.jpg,16.6,28.027718560881738
vid44,3485.jpg,19.7,22.95935318579918
vid44,3487.jpg,20.3,24.338297102408063
vid44,3583.jpg,25.0,23.69600652726006
vid44,3585.jpg,25.1,24.38694809452162
vid44,3587.jpg,24.1,21.19434191287943
vid44,3589.jpg,23.5,25.771571554006822
vid44,3591.jpg,23.2,25.504167304324085
vid44,3593.jpg,23.0,22.971309908423162
vid44,3595.jpg,22.9,24.743493879758486
vid44,3597.jpg,23.0,23.873221319082077
vid44,3599.jpg,22.4,24.41673107465409
vid44,3601.jpg,21.9,29.000414891467603
vid44,3603.jpg,21.9,27.666137151301513
vid44,3605.jpg,22.1,23.30917825910056
vid44,3633.jpg,22.4,21.283631286653296
vid44,3635.jpg,22.6,21.688208281397635
vid44,3637.jpg,22.5,22.406165963943536
vid44,3639.jpg,23.1,23.07007224300065
vid44,3641.jpg,22.8,25.31867699094622
vid44,3643.jpg,21.9,24.29485464158299
vid44,3645.jpg,23.0,24.841653830974785
vid44,3647.jpg,22.5,23.394309590554695
vid44,3649.jpg,23.1,23.636260534750622
vid44,3651.jpg,22.9,23.655711870463726
vid44,3653.jpg,23.1,20.869252448089192
vid44,3658.jpg,23.8,22.980123208506473
vid44,3660.jpg,24.1,22.938003915131183
vid44,3662.jpg,28.0,23.079089883073923
vid44,3664.jpg,29.4,21.597186264973864
vid44,3686.jpg,26.4,24.379917259013467
vid44,3688.jpg,23.9,20.748628698702433
vid44,3690.jpg,24.7,19.73174108101633
vid44,3692.jpg,23.4,24.900843159577015
vid44,3694.jpg,25.1,21.823029094071057
vid44,3696.jpg,25.6,21.358674943094826
vid44,3698.jpg,23.9,20.967834638001527
vid44,3700.jpg,23.6,23.42859632418873
vid44,3702.jpg,24.2,21.351488331712545
vid44,3704.jpg,23.1,19.53838708887239
vid44,3706.jpg,25.1,18.82106145656628
vid44,3708.jpg,23.5,18.384670377909554
vid44,3710.jpg,22.3,19.966158318391038
vid44,3712.jpg,22.1,18.580283268930092
vid44,3714.jpg,22.7,18.699052938670675
vid44,3716.jpg,20.5,17.9394280927443
vid44,3718.jpg,20.8,17.744185124121657
vid44,3720.jpg,19.6,17.00836748367703
vid44,3722.jpg,18.9,16.4442036915291
vid44,3724.jpg,18.2,15.38889922201902
vid44,3726.jpg,16.7,15.203080685193374
vid44,3728.jpg,16.2,15.487302985097527
vid44,3730.jpg,15.3,14.244147125134575
vid44,3796.jpg,14.7,15.599510826687968
vid44,3798.jpg,15.0,14.645624360088927
vid44,3800.jpg,15.0,17.659456672264383
vid44,3802.jpg,14.4,18.030134971231703
vid44,3804.jpg,17.0,18.144574933221556
vid44,3806.jpg,12.8,11.773930311614102
vid44,3980.jpg,20.0,18.065420172897507
vid44,3982.jpg,14.2,14.94357385305772
vid44,4054.jpg,13.0,12.940125333442229
vid44,4056.jpg,13.4,13.069934767732846
vid44,4058.jpg,13.7,14.621549184778427
vid44,4060.jpg,14.1,15.7634251212837
vid44,4062.jpg,14.3,16.550862655422076
vid44,4064.jpg,15.2,14.928517645337976
vid44,4066.jpg,15.7,13.977014442647862
vid44,4098.jpg,27.4,30.027212122060586
vid44,4100.jpg,28.1,25.857928875737123
vid44,4102.jpg,28.1,27.617092404543055
vid44,4104.jpg,28.1,28.076343695610145
vid44,4106.jpg,28.5,23.889534183442365
vid44,4108.jpg,29.8,26.62007871953691
vid44,4110.jpg,30.2,26.750945109504272
vid44,4112.jpg,30.2,30.33393200252078
vid44,4114.jpg,30.7,28.35903267386034
vid44,4116.jpg,30.7,28.691229780461022
vid44,4118.jpg,30.8,28.44673069269792
vid44,4120.jpg,30.2,29.199671655708382
vid44,4122.jpg,30.5,29.310146313458738
vid44,4124.jpg,29.7,26.965187659746235
vid44,4126.jpg,30.1,24.507996650219507
vid44,4128.jpg,30.1,25.116386999151814
vid44,4130.jpg,30.5,29.814158648099102
vid44,4132.jpg,29.8,25.945677908001393
vid44,4134.jpg,30.2,25.809155432794437
vid44,4136.jpg,29.5,25.316368797294352
vid44,4138.jpg,30.0,24.752454101433003
vid44,4140.jpg,30.3,25.181918949110273
vid44,4142.jpg,29.5,25.059356104469998
vid44,4144.jpg,30.2,24.9356089280506
vid44,4146.jpg,29.9,25.919973085822686
vid44,4148.jpg,30.2,25.68128627109443
vid44,4150.jpg,30.3,26.363054930491803
vid44,4152.jpg,30.2,26.161229864203207
vid44,4154.jpg,30.2,29.110869396796293
vid44,4159.jpg,30.4,23.26107881784989
vid44,4161.jpg,30.4,23.53463350932305
vid44,4163.jpg,30.5,26.370815657337772
vid44,4165.jpg,30.0,31.488792344182535
vid44,4167.jpg,30.5,31.863474823131366
vid44,4169.jpg,30.4,27.141983790818568
vid44,4171.jpg,29.6,29.125413691012334
vid44,4173.jpg,30.3,28.708492914781583
vid44,4175.jpg,30.0,28.881334032032015
vid44,4177.jpg,30.4,34.770678090405454
vid44,4191.jpg,27.7,23.800319540461178
vid44,4193.jpg,27.6,30.427168836887205
vid44,4195.jpg,28.3,28.715285815234026
vid44,4197.jpg,28.9,30.163772585895174
vid44,4199.jpg,28.8,32.65902888761917
vid44,4201.jpg,28.6,25.362111163879067
vid44,4203.jpg,29.0,27.202480359982633
vid44,4205.jpg,28.2,28.603325741154244
vid44,4207.jpg,29.6,33.44428097371954
vid44,4209.jpg,29.0,33.38056951269765
vid44,4211.jpg,28.2,28.792323850501877
vid44,4213.jpg,28.6,28.449268694148756
vid44,4215.jpg,28.5,28.243028652234223
vid44,4217.jpg,28.2,32.19656709742306
vid44,4219.jpg,28.8,20.881880459012173
vid44,4221.jpg,28.0,20.742381224136686
vid44,4223.jpg,28.1,20.45808866788409
vid44,4225.jpg,28.4,26.341095726024214
vid44,4227.jpg,28.4,27.539548194689157
vid44,4229.jpg,27.9,32.48968111016187
vid44,4231.jpg,28.0,33.78801555648694
vid44,4233.jpg,27.9,33.87776914265848
vid44,4235.jpg,28.3,34.25987357296052
vid44,4237.jpg,27.2,33.69783024260346
vid44,4239.jpg,27.7,34.06033328126252
vid44,4241.jpg,27.3,29.678253685058536
vid44,4243.jpg,27.3,32.461457164183074
vid44,4245.jpg,27.3,33.13753992894083
vid44,4247.jpg,27.0,33.209628928317585
vid44,4249.jpg,27.5,37.05499776375182
vid44,4251.jpg,27.2,34.352225660710765
vid44,4253.jpg,27.5,27.364536496806934
vid44,4255.jpg,26.9,33.46491699073867
vid44,4257.jpg,27.4,33.08101756262805
vid44,4259.jpg,27.4,26.777778959172295
vid44,4261.jpg,27.6,33.54529348534626
vid44,4263.jpg,27.7,30.720390767132088
vid44,4265.jpg,28.4,27.23536472635609
vid44,4267.jpg,29.3,28.153809405421306
vid44,4269.jpg,30.2,28.362420661566716
vid44,4271.jpg,30.7,28.90635466038394
vid44,4273.jpg,30.9,29.401007416395014
vid44,4275.jpg,31.7,29.389269179456203
vid44,4277.jpg,32.4,30.337304811922365
vid44,4279.jpg,32.2,26.171025547189668
vid44,4281.jpg,33.0,26.40307154163662
vid44,4283.jpg,33.5,30.297334652216254
vid44,4285.jpg,32.7,29.59827038681783
vid44,4287.jpg,33.1,29.118288473197467
vid44,4289.jpg,33.5,31.134087627956696
vid44,4291.jpg,33.0,31.617788337464678
vid44,4293.jpg,33.1,30.881271189524657
vid44,4295.jpg,32.9,27.98092560910794
vid44,4317.jpg,28.7,27.046785968805857
vid44,4319.jpg,27.0,24.760008907227284
vid44,4381.jpg,25.3,28.77896958167101
vid44,4383.jpg,26.0,26.573988534597834
vid44,4403.jpg,27.6,21.57483291936108
vid44,4405.jpg,25.3,25.14855719353389
vid44,4411.jpg,9.1,9.704959617652106
vid44,4413.jpg,9.4,8.417513044807716
vid44,4415.jpg,9.0,8.452329518752045
vid44,4417.jpg,9.0,8.812952981620978
vid44,4419.jpg,9.5,8.783691942183692
vid44,4421.jpg,9.5,9.617168147469412
vid44,4511.jpg,8.9,8.517533642947095
vid45,0455.jpg,26.2,26.42809973384207
vid45,0457.jpg,23.2,25.339177515860754
vid45,0459.jpg,23.0,25.52077337654639
vid45,0461.jpg,23.1,20.644440227505378
vid45,0463.jpg,22.9,23.502224827595143
vid45,0465.jpg,22.9,24.050446769469666
vid45,0467.jpg,22.5,28.61419471815715
vid45,0469.jpg,22.5,26.692188956875388
vid45,0471.jpg,22.2,27.03765996690948
vid45,0473.jpg,22.0,22.718485990421705
vid45,0475.jpg,21.5,23.292210867751816
vid45,0477.jpg,20.9,23.06353623130343
vid45,0479.jpg,20.9,26.517991761495665
vid45,0481.jpg,20.7,22.79914386175099
vid45,0483.jpg,20.0,21.734738266103363
vid45,0485.jpg,20.3,25.357409362025646
vid45,0487.jpg,20.4,23.962813416419632
vid45,0489.jpg,20.6,23.51260422423959
vid45,0541.jpg,19.3,23.752946775570784
vid45,0543.jpg,18.9,22.331186142276227
vid45,0545.jpg,18.1,18.67017769954333
vid45,0547.jpg,19.3,20.503116872764085
vid45,0549.jpg,21.3,19.001614246990002
vid45,0551.jpg,20.6,26.11063007386735
vid45,0553.jpg,20.7,21.178591756383597
vid45,0555.jpg,18.5,21.42648840619627
vid45,0557.jpg,20.7,21.326386522988585
vid45,0559.jpg,21.8,15.916312265277426
vid45,0561.jpg,18.9,15.220128725210824
vid45,0563.jpg,19.5,18.552601628409604
vid45,0565.jpg,19.5,21.57262911003395
vid45,0567.jpg,20.3,21.80718533029377
vid45,0569.jpg,18.8,19.762809912824714
vid45,0571.jpg,18.9,21.15627045113003
vid45,0573.jpg,18.7,21.981544091015817
vid45,0575.jpg,18.9,19.52508434786364
vid45,0577.jpg,19.6,19.21557911588927
vid45,0579.jpg,19.7,19.083030084446136
vid45,0581.jpg,20.4,23.193860552200526
vid45,0583.jpg,19.5,17.612982323337892
vid45,0585.jpg,20.1,17.485965904667097
vid45,0587.jpg,20.3,21.82901595450055
vid45,0589.jpg,20.1,17.95116654029505
vid45,0591.jpg,20.2,17.987580471559347
vid45,0593.jpg,20.1,22.212445343594084
vid45,0595.jpg,21.3,19.37313540950884
vid45,0597.jpg,20.7,18.73050462137414
vid45,0599.jpg,21.2,19.68973713415762
vid45,0601.jpg,20.1,19.290528748630194
vid45,0603.jpg,20.7,18.846993051374234
vid45,0605.jpg,20.7,20.926771268434706
vid45,0607.jpg,20.6,20.664329609070787
vid45,0609.jpg,21.2,20.047503409072355
vid45,0611.jpg,21.5,22.158867513510494
vid45,0613.jpg,20.8,23.253104877252145
vid45,0615.jpg,30.8,22.92446635146004
vid45,0617.jpg,31.2,20.421873711988113
vid45,0641.jpg,25.5,21.195510564482483
vid45,0643.jpg,24.8,22.644359084940753
vid45,0645.jpg,24.3,24.89935569278682
vid45,0647.jpg,21.5,14.040793780805567
vid45,0649.jpg,16.9,14.495306637854652
vid45,0651.jpg,16.5,16.21232355521231
vid45,0653.jpg,16.3,14.446850317916564
vid45,0655.jpg,16.4,15.995182745940724
vid45,0657.jpg,15.9,15.987965211015062
vid45,0659.jpg,15.7,14.092419911212705
vid45,0661.jpg,14.8,15.653316205476548
vid45,0663.jpg,14.5,16.570820048022558
vid45,0675.jpg,10.3,9.259548267450715
vid45,0677.jpg,10.6,10.182663922720964
vid45,0679.jpg,10.6,8.916991883297719
vid45,0681.jpg,10.7,9.064375570980786
vid45,0683.jpg,10.8,10.655133203197542
vid45,0685.jpg,11.7,11.202876044078893
vid45,0687.jpg,11.0,10.572281414432524
vid45,0689.jpg,11.0,11.521721127531313
vid45,0691.jpg,10.4,9.70784799549165
vid45,0693.jpg,10.9,9.809906508266693
vid45,0695.jpg,10.9,11.311553462816143
vid45,0697.jpg,11.4,11.10143962458329
vid45,0699.jpg,9.8,11.204546398208233
vid45,0701.jpg,9.5,10.186133875971247
vid45,0703.jpg,9.5,12.11888551196855
vid45,0705.jpg,9.5,11.970827009478793
vid45,0707.jpg,9.6,12.3380345949783
vid45,0709.jpg,9.2,12.983005757019875
vid45,0711.jpg,9.5,12.030134884631208
vid45,0713.jpg,9.6,9.52234084042868
vid45,0715.jpg,9.5,11.49346294136842
vid45,0717.jpg,9.2,10.925994043354084
vid45,0719.jpg,9.0,9.698905409461721
vid45,0721.jpg,8.5,10.475313038241632
vid45,0723.jpg,9.6,9.811513848543976
vid45,0725.jpg,10.0,9.830948215529148
vid45,0727.jpg,10.3,9.95911495621981
vid45,0729.jpg,10.8,9.848997004672432
vid45,0731.jpg,10.6,11.216369926189707
vid45,0733.jpg,10.7,9.745759402496141
vid45,0735.jpg,10.3,10.210753615603936
